"","vote_2020","gender","race","educd","state","age","dummy_vote","stateicp"
"4530","Donald Trump","male","white","Graduated college","OH","60 plus",0,"ohio"
"4531","Joe Biden","female","black/african american","Graduated high school","GA","45 to 55",1,"georgia"
"4532","Joe Biden","female","other asian or pacific islander","Graduated college","MD","45 to 55",1,"maryland"
"4533","Donald Trump","female","white","Graduated college","FL","45 to 55",0,"florida"
"4534","Joe Biden","female","other race, nec","Didn't graduate college","FL","18 to 29",1,"florida"
"4535","Donald Trump","female","white","Didn't graduate high school","NC","18 to 29",0,"north carolina"
"4536","Joe Biden","female","other race, nec","Didn't graduate college","NC","30 to 44",1,"north carolina"
"4537","Joe Biden","male","white","Didn't graduate college","MA","18 to 29",1,"massachusetts"
"4538","Donald Trump","male","white","Graduated college","PA","45 to 55",0,"pennsylvania"
"4539","Joe Biden","female","white","Graduated college","NY","45 to 55",1,"new york"
"4540","Donald Trump","male","white","Graduated college","NY","45 to 55",0,"new york"
"4541","Joe Biden","male","white","Graduated college","PA","60 plus",1,"pennsylvania"
"4542","Joe Biden","male","other asian or pacific islander","Graduated college","MA","45 to 55",1,"massachusetts"
"4543","Donald Trump","male","white","Graduated college","FL","30 to 44",0,"florida"
"4544","Joe Biden","female","black/african american","Graduated college","TX","60 plus",1,"texas"
"4545","Joe Biden","female","white","Graduated college","IL","18 to 29",1,"illinois"
"4546","Donald Trump","male","white","Graduated college","NY","30 to 44",0,"new york"
"4547","Donald Trump","male","white","Didn't graduate college","GA","18 to 29",0,"georgia"
"4548","Joe Biden","male","white","Graduated college","LA","60 plus",1,"louisiana"
"4549","Donald Trump","female","white","Didn't graduate college","FL","45 to 55",0,"florida"
"4550","Joe Biden","male","white","Graduated college","FL","30 to 44",1,"florida"
"4551","Donald Trump","male","white","Didn't graduate college","FL","60 plus",0,"florida"
"4552","Donald Trump","female","other race, nec","Didn't graduate college","CA","45 to 55",0,"california"
"4553","Joe Biden","female","white","Graduated college","NJ","18 to 29",1,"new jersey"
"4554","Donald Trump","male","white","Didn't graduate high school","NC","30 to 44",0,"north carolina"
"4555","Joe Biden","male","white","Graduated college","IA","30 to 44",1,"iowa"
"4556","Donald Trump","male","white","Graduated high school","TX","30 to 44",0,"texas"
"4557","Donald Trump","male","white","Graduated college","VA","30 to 44",0,"virginia"
"4558","Donald Trump","female","white","Graduated high school","FL","45 to 55",0,"florida"
"4559","Donald Trump","female","other race, nec","Didn't graduate college","FL","45 to 55",0,"florida"
"4560","Joe Biden","female","other asian or pacific islander","Graduated college","VA","30 to 44",1,"virginia"
"4561","Joe Biden","female","american indian or alaska native","Graduated college","MS","30 to 44",1,"mississippi"
"4562","Joe Biden","female","american indian or alaska native","Graduated college","MA","60 plus",1,"massachusetts"
"4563","Joe Biden","female","black/african american","Graduated college","IL","18 to 29",1,"illinois"
"4564","Donald Trump","male","white","Didn't graduate college","OH","30 to 44",0,"ohio"
"4565","Joe Biden","female","white","Graduated college","IL","30 to 44",1,"illinois"
"4566","Joe Biden","male","white","Didn't graduate college","NH","60 plus",1,"new hampshire"
"4567","Joe Biden","male","other race, nec","Graduated high school","SD","18 to 29",1,"south dakota"
"4568","Joe Biden","female","other race, nec","Graduated college","MD","45 to 55",1,"maryland"
"4569","Joe Biden","male","white","Graduated college","NC","30 to 44",1,"north carolina"
"4570","Joe Biden","male","white","Didn't graduate college","ME","30 to 44",1,"maine"
"4571","Donald Trump","male","white","Graduated college","NJ","30 to 44",0,"new jersey"
"4572","Joe Biden","female","white","Graduated college","TX","30 to 44",1,"texas"
"4573","Joe Biden","female","other asian or pacific islander","Graduated college","OH","30 to 44",1,"ohio"
"4574","Joe Biden","female","black/african american","Graduated college","VA","18 to 29",1,"virginia"
"4575","Joe Biden","female","other asian or pacific islander","Graduated college","FL","18 to 29",1,"florida"
"4576","Joe Biden","female","other asian or pacific islander","Graduated college","MN","18 to 29",1,"minnesota"
"4577","Donald Trump","female","white","Graduated college","CA","30 to 44",0,"california"
"4578","Joe Biden","male","white","Graduated high school","CA","45 to 55",1,"california"
"4579","Joe Biden","female","white","Graduated college","CA","30 to 44",1,"california"
"4580","Joe Biden","male","white","Graduated college","CA","30 to 44",1,"california"
"4581","Joe Biden","female","other asian or pacific islander","Graduated college","CA","18 to 29",1,"california"
"4582","Joe Biden","female","white","Graduated college","NM","30 to 44",1,"new mexico"
"4583","Joe Biden","female","other race, nec","Graduated college","PA","30 to 44",1,"pennsylvania"
"4584","Donald Trump","male","white","Didn't graduate college","TX","30 to 44",0,"texas"
"4585","Donald Trump","female","white","Graduated college","TN","60 plus",0,"tennessee"
"4586","Joe Biden","female","other asian or pacific islander","Graduated college","IL","60 plus",1,"illinois"
"4587","Donald Trump","female","other race, nec","Didn't graduate high school","NM","30 to 44",0,"new mexico"
"4588","Donald Trump","female","other asian or pacific islander","Didn't graduate high school","OR","30 to 44",0,"oregon"
"4589","Joe Biden","female","white","Graduated high school","FL","30 to 44",1,"florida"
"4590","Joe Biden","female","black/african american","Didn't graduate college","NY","30 to 44",1,"new york"
"4591","Donald Trump","male","white","Graduated college","CA","60 plus",0,"california"
"4592","Donald Trump","female","white","Graduated college","OH","60 plus",0,"ohio"
"4593","Joe Biden","female","black/african american","Graduated college","CO","30 to 44",1,"colorado"
"4594","Joe Biden","male","white","Graduated college","KS","30 to 44",1,"kansas"
"4595","Donald Trump","male","white","Graduated high school","NY","60 plus",0,"new york"
"4596","Joe Biden","male","white","Graduated college","MI","60 plus",1,"michigan"
"4597","Donald Trump","male","white","Didn't graduate college","SC","30 to 44",0,"south carolina"
"4598","Joe Biden","male","white","Graduated college","GA","30 to 44",1,"georgia"
"4599","Joe Biden","male","white","Graduated college","MI","30 to 44",1,"michigan"
"4600","Donald Trump","male","american indian or alaska native","Didn't graduate high school","OH","30 to 44",0,"ohio"
"4601","Joe Biden","male","white","Graduated college","FL","30 to 44",1,"florida"
"4602","Joe Biden","female","other race, nec","Graduated college","TX","45 to 55",1,"texas"
"4603","Joe Biden","male","white","Didn't graduate college","TX","18 to 29",1,"texas"
"4604","Donald Trump","male","white","Graduated college","FL","30 to 44",0,"florida"
"4605","Donald Trump","male","white","Graduated college","AZ","18 to 29",0,"arizona"
"4606","Donald Trump","male","other race, nec","Graduated high school","UT","30 to 44",0,"utah"
"4607","Joe Biden","male","white","Graduated college","IL","18 to 29",1,"illinois"
"4608","Donald Trump","female","other race, nec","Graduated college","TX","60 plus",0,"texas"
"4609","Donald Trump","male","white","Graduated college","WA","60 plus",0,"washington"
"4610","Donald Trump","female","other race, nec","Didn't graduate college","CO","30 to 44",0,"colorado"
"4611","Donald Trump","male","white","Graduated college","CA","30 to 44",0,"california"
"4612","Donald Trump","male","white","Didn't graduate high school","FL","18 to 29",0,"florida"
"4613","Joe Biden","male","white","Didn't graduate college","PA","18 to 29",1,"pennsylvania"
"4614","Donald Trump","male","white","Graduated college","NJ","30 to 44",0,"new jersey"
"4615","Donald Trump","male","white","Graduated college","TX","60 plus",0,"texas"
"4616","Donald Trump","male","white","Didn't graduate college","NY","30 to 44",0,"new york"
"4617","Joe Biden","male","white","Graduated college","VA","30 to 44",1,"virginia"
"4618","Donald Trump","female","white","Didn't graduate high school","OH","30 to 44",0,"ohio"
"4619","Donald Trump","male","white","Didn't graduate college","TX","60 plus",0,"texas"
"4620","Joe Biden","female","white","Didn't graduate college","TX","30 to 44",1,"texas"
"4621","Donald Trump","male","other asian or pacific islander","Graduated college","CA","60 plus",0,"california"
"4622","Donald Trump","male","white","Didn't graduate college","GA","60 plus",0,"georgia"
"4623","Joe Biden","male","white","Graduated high school","WV","60 plus",1,"west virginia"
"4624","Joe Biden","male","white","Graduated college","MI","30 to 44",1,"michigan"
"4625","Joe Biden","male","white","Graduated college","FL","60 plus",1,"florida"
"4626","Donald Trump","male","white","Graduated college","NY","60 plus",0,"new york"
"4627","Donald Trump","male","white","Didn't graduate college","FL","60 plus",0,"florida"
"4628","Donald Trump","male","white","Graduated college","DC","30 to 44",0,"district of columbia"
"4629","Joe Biden","female","other race, nec","Didn't graduate college","HI","18 to 29",1,"hawaii"
"4630","Donald Trump","male","white","Graduated college","CA","30 to 44",0,"california"
"4631","Donald Trump","male","white","Graduated high school","GA","30 to 44",0,"georgia"
"4632","Joe Biden","male","white","Graduated college","VA","60 plus",1,"virginia"
"4633","Joe Biden","male","white","Didn't graduate college","KY","45 to 55",1,"kentucky"
"4634","Joe Biden","male","white","Graduated college","WA","60 plus",1,"washington"
"4635","Joe Biden","female","other race, nec","Graduated college","GA","30 to 44",1,"georgia"
"4636","Joe Biden","male","white","Didn't graduate college","VA","60 plus",1,"virginia"
"4637","Donald Trump","male","white","Graduated college","NY","30 to 44",0,"new york"
"4638","Joe Biden","male","white","Graduated college","FL","45 to 55",1,"florida"
"4639","Joe Biden","male","white","Graduated college","IL","60 plus",1,"illinois"
"4640","Donald Trump","male","white","Didn't graduate high school","KY","30 to 44",0,"kentucky"
"4641","Donald Trump","male","white","Graduated college","NC","45 to 55",0,"north carolina"
"4642","Donald Trump","male","other race, nec","Didn't graduate college","TX","45 to 55",0,"texas"
"4643","Donald Trump","male","white","Graduated college","CA","30 to 44",0,"california"
"4644","Donald Trump","male","white","Graduated college","NY","45 to 55",0,"new york"
"4645","Donald Trump","female","other race, nec","Graduated high school","FL","18 to 29",0,"florida"
"4646","Joe Biden","female","other asian or pacific islander","Graduated college","WA","30 to 44",1,"washington"
"4647","Joe Biden","male","white","Didn't graduate high school","AZ","60 plus",1,"arizona"
"4648","Donald Trump","male","white","Graduated high school","OH","60 plus",0,"ohio"
"4649","Joe Biden","male","white","Graduated college","ME","45 to 55",1,"maine"
"4650","Donald Trump","male","white","Graduated college","CA","30 to 44",0,"california"
"4651","Joe Biden","female","chinese","Graduated college","NY","30 to 44",1,"new york"
"4652","Joe Biden","male","other race, nec","Didn't graduate college","CA","60 plus",1,"california"
"4653","Joe Biden","male","white","Graduated college","IN","30 to 44",1,"indiana"
"4654","Donald Trump","female","white","Graduated college","NY","45 to 55",0,"new york"
"4655","Joe Biden","male","white","Graduated college","PA","30 to 44",1,"pennsylvania"
"4656","Joe Biden","female","chinese","Graduated college","WA","45 to 55",1,"washington"
"4657","Joe Biden","male","white","Graduated college","MS","30 to 44",1,"mississippi"
"4658","Donald Trump","male","white","Didn't graduate college","UT","45 to 55",0,"utah"
"4659","Joe Biden","male","white","Graduated college","NJ","45 to 55",1,"new jersey"
